# This file contains the run time for the convex hull gift wrapping.
# n      seconds
10000    0.079
20000    0.212
30000    0.291
40000    0.232
50000    0.284
60000    0.354
70000    0.389
80000    0.439
90000    0.510
100000   0.640
110000   0.618
120000   0.651
130000   0.703
140000   0.740
150000   0.793
160000   0.865
170000   0.901
180000   0.977
190000   1.010
200000   1.053
