# This file contains the run time for the convex hull brute.
# n      seconds
10       0.043
20       0.057
30       0.055
40       0.085
50       0.131
60       0.210
70       0.297
80       0.425
90       0.587
100      0.807
110      1.047
120      1.305
130      1.690
140      2.047
150      2.522
160      3.056
170      3.611
180      4.319
190      5.238
200      5.864
